interaction_id,user_id,search_category,recommended_platform,chosen_platform,recommended_price,chosen_price,delivery_time,coupon_used,cashback_used,user_clicked_recommendation,booking_completed,savings_amount,user_rating,timestamp
INT000200,USER02411,Shopping,Amazon,Amazon,74229.18,74229.18,24.0,No,Yes,Yes,Yes,9156.55,4,2026-05-24 21:07:53
INT000201,USER00059,Shopping,Ajio,Ajio,814.02,814.02,72.0,No,No,Yes,Yes,669.73,5,2026-06-21 03:23:49
INT000202,USER01308,Ride,Rapido,Rapido,69.74,69.74,0.1,Yes,No,Yes,Yes,9.24,5,2026-05-12 17:57:09
INT000203,USER01097,Shopping,Amazon,Amazon,2310.19,2310.19,24.0,No,Yes,Yes,Yes,331.59,5,2026-04-08 14:11:10
INT000204,USER01285,Medicine,Apollo,Apollo,31.98,31.98,17.4,Yes,No,No,Yes,1.09,4,2026-05-19 20:18:02
INT000205,USER00094,Food,Swiggy,Swiggy,160.49,160.49,0.55,No,No,No,Yes,44.89,5,2026-07-19 05:33:56
INT000206,USER00456,Ride,Uber,Uber,196.01,196.01,0.15,Yes,No,No,Yes,7.47,5,2026-06-15 06:12:10
INT000207,USER00392,Shopping,Ajio,Ajio,2639.42,2639.42,96.0,No,Yes,Yes,Yes,1883.13,5,2026-06-09 03:30:23
INT000208,USER00871,Shopping,Flipkart,Ajio,1152.6,895.82,24.0,No,No,Yes,No,256.78,1,2026-05-10 14:25:47
INT000209,USER02642,Ride,Uber,Uber,472.72,472.72,0.1,No,No,No,Yes,86.63,5,2026-04-22 05:46:47
INT000210,USER00819,Food,Swiggy,Swiggy,115.09,115.09,0.57,Yes,No,Yes,Yes,0.0,4,2026-06-16 22:49:46
INT000211,USER01221,Shopping,Flipkart,Flipkart,2016.75,2016.75,120.0,No,No,Yes,Yes,1608.95,5,2026-02-13 05:16:20
INT000212,USER00929,Food,Swiggy,Swiggy,380.34,380.34,0.45,No,Yes,Yes,No,0.0,2,2026-03-16 23:46:20
INT000213,USER00265,Ride,Uber,Ola,571.78,797.36,0.15,Yes,No,No,Yes,0.0,4,2026-07-29 19:41:46
INT000214,USER00838,Food,Zomato,Zomato,175.42,175.42,0.48,No,No,Yes,Yes,87.54,4,2026-07-07 19:09:10
INT000215,USER01689,Ride,Ola,Ola,586.43,586.43,0.15,No,No,Yes,No,225.01,3,2026-02-16 05:24:04
INT000216,USER00416,Ride,Rapido,Rapido,635.54,635.54,0.13,No,No,Yes,Yes,5.83,3,2026-02-14 07:02:46
INT000217,USER00350,Medicine,Apollo,Apollo,69.72,69.72,5.4,No,Yes,Yes,Yes,31.01,4,2026-06-05 04:09:49
INT000218,USER01019,Ride,Uber,Uber,446.42,446.42,0.12,Yes,No,Yes,Yes,273.05,5,2026-07-31 02:02:16
INT000219,USER00074,Shopping,Flipkart,Flipkart,90257.48,90257.48,24.0,No,No,Yes,Yes,7215.03,5,2026-06-12 13:34:43
INT000220,USER00997,Food,Swiggy,Swiggy,142.3,142.3,0.6,Yes,Yes,No,Yes,67.9,5,2026-03-09 03:51:20
INT000221,USER00791,Shopping,Flipkart,Amazon,226.47,360.89,48.0,Yes,No,Yes,Yes,0.0,4,2026-02-11 14:13:06
INT000222,USER00214,Food,Zomato,Zomato,83.69,83.69,0.52,Yes,No,Yes,Yes,12.36,5,2026-03-15 06:56:04
INT000223,USER00999,Food,Zomato,Zomato,231.21,231.21,0.73,No,No,Yes,Yes,59.77,4,2026-06-01 13:51:20
INT000224,USER01010,Ride,Ola,Ola,104.16,104.16,0.08,No,No,No,Yes,29.26,4,2026-03-12 19:36:20
INT000225,USER00843,Shopping,Amazon,Amazon,1775.34,1775.34,24.0,No,No,No,Yes,911.66,5,2026-04-23 08:10:51
INT000226,USER00267,Ride,Rapido,Rapido,108.82,108.82,0.05,No,No,No,No,83.55,2,2026-05-19 07:12:49
INT000227,USER01641,Ride,Ola,Ola,179.11,179.11,0.08,No,Yes,Yes,Yes,5.34,5,2026-04-17 05:33:12
INT000228,USER00723,Food,Swiggy,Swiggy,153.89,153.89,0.57,Yes,No,Yes,Yes,37.8,4,2026-02-19 09:47:55
INT000229,USER01923,Shopping,Amazon,Amazon,9094.33,9094.33,96.0,Yes,Yes,Yes,Yes,1735.16,5,2026-04-27 09:40:17
INT000230,USER00696,Food,Zomato,Zomato,58.93,58.93,0.37,No,No,No,Yes,13.47,5,2026-05-05 12:05:00
INT000231,USER00602,Medicine,Apollo,Apollo,15.55,15.55,16.0,No,No,Yes,No,5.21,2,2026-05-25 06:28:28
INT000232,USER02863,Ride,Ola,Ola,424.2,424.2,0.13,No,Yes,No,Yes,105.96,4,2026-07-04 16:59:25
INT000233,USER00453,Shopping,Amazon,Amazon,1180.5,1180.5,24.0,Yes,Yes,Yes,Yes,833.02,5,2026-03-13 09:01:33
INT000234,USER01439,Food,Swiggy,Swiggy,229.43,229.43,0.45,No,No,Yes,Yes,37.89,5,2026-07-04 22:04:06
INT000235,USER00736,Food,Swiggy,Swiggy,162.65,162.65,0.82,No,No,No,No,16.96,3,2026-05-09 17:44:55
INT000236,USER02373,Ride,Ola,Ola,200.54,200.54,0.13,No,No,Yes,Yes,61.78,4,2026-05-27 07:19:32
INT000237,USER00436,Shopping,Amazon,Amazon,2205.63,2205.63,24.0,No,No,Yes,Yes,1791.72,4,2026-04-14 01:49:39
INT000238,USER02711,Medicine,Apollo,Apollo,302.13,302.13,4.2,No,No,No,Yes,68.47,5,2026-03-25 18:42:52
INT000239,USER00861,Food,Swiggy,Swiggy,184.65,184.65,0.75,No,No,Yes,Yes,8.19,5,2026-07-29 05:37:50
INT000240,USER01059,Shopping,Flipkart,Amazon,5194.59,6263.27,48.0,Yes,No,Yes,Yes,0.0,3,2026-07-21 01:22:58
INT000241,USER00122,Shopping,Amazon,Amazon,43908.02,43908.02,72.0,Yes,Yes,Yes,Yes,29916.3,5,2026-03-11 15:25:41
INT000242,USER00168,Shopping,Ajio,Ajio,562.75,562.75,96.0,Yes,Yes,Yes,Yes,624.82,4,2026-06-29 13:29:08
INT000243,USER00233,Food,Zomato,Zomato,170.6,170.6,0.75,No,No,Yes,Yes,38.37,5,2026-05-14 23:54:47
INT000244,USER00375,Food,Zomato,Zomato,159.55,159.55,0.42,Yes,Yes,Yes,Yes,16.45,5,2026-02-21 20:11:17
INT000245,USER02096,Shopping,Ajio,Amazon,964.53,1519.9,24.0,Yes,No,No,Yes,27.64,4,2026-06-10 18:53:41
INT000246,USER01030,Medicine,Apollo,Apollo,70.59,70.59,0.8,No,No,Yes,Yes,39.53,4,2026-02-27 02:16:52
INT000247,USER01913,Ride,Ola,Rapido,784.03,557.06,0.05,No,No,No,Yes,226.97,4,2026-05-26 11:29:21
INT000248,USER00252,Shopping,Flipkart,Flipkart,1833.39,1833.39,48.0,No,Yes,No,Yes,0.0,5,2026-03-22 20:00:03
INT000249,USER00303,Ride,Uber,Ola,388.44,301.99,0.05,No,No,No,Yes,86.45,4,2026-02-25 06:46:02
INT000250,USER00004,Medicine,PharmEasy,PharmEasy,52.42,52.42,46.0,No,No,Yes,Yes,17.88,5,2026-03-23 09:08:02
INT000251,USER01841,Shopping,Flipkart,Flipkart,10420.98,10420.98,48.0,No,No,No,Yes,6442.56,4,2026-05-17 13:42:56
INT000252,USER01130,Ride,Ola,Ola,553.93,553.93,0.12,No,No,Yes,Yes,272.11,4,2026-06-22 07:13:29
INT000253,USER00942,Shopping,Flipkart,Amazon,1875.71,1800.86,408.0,No,No,No,Yes,1096.2,3,2026-07-09 14:44:47
INT000254,USER00201,Shopping,Flipkart,Flipkart,29214.11,29214.11,72.0,No,No,Yes,Yes,12676.59,5,2026-07-30 01:15:27
INT000255,USER00038,Shopping,Flipkart,Flipkart,9899.24,9899.24,96.0,No,No,Yes,Yes,6431.7,5,2026-02-07 15:36:41
INT000256,USER00017,Ride,Rapido,Uber,347.29,424.37,0.05,No,No,No,Yes,0.0,5,2026-03-27 08:44:16
INT000257,USER00044,Shopping,Amazon,Amazon,39513.78,39513.78,96.0,No,Yes,Yes,Yes,19763.59,4,2026-04-21 07:33:58
INT000258,USER01244,Shopping,Amazon,Flipkart,299.83,259.84,120.0,No,Yes,No,Yes,39.99,3,2026-02-02 07:36:18
INT000259,USER00069,Ride,Uber,Uber,537.71,537.71,0.08,Yes,No,Yes,Yes,55.5,5,2026-06-09 21:37:34
INT000260,USER00216,Food,Zomato,Zomato,191.72,191.72,0.55,No,No,No,Yes,90.68,4,2026-06-26 10:48:54
INT000261,USER00386,Ride,Uber,Uber,346.12,346.12,0.05,Yes,No,Yes,Yes,97.2,4,2026-03-11 12:00:21
INT000262,USER02612,Shopping,Amazon,Amazon,1885.86,1885.86,72.0,Yes,Yes,Yes,Yes,477.73,5,2026-06-12 00:59:32
INT000263,USER00170,Shopping,Flipkart,Flipkart,595.52,595.52,72.0,Yes,No,No,Yes,194.69,4,2026-05-15 07:24:00
INT000264,USER01719,Food,Swiggy,Zomato,627.51,285.48,0.37,No,No,No,Yes,342.03,5,2026-07-29 07:08:28
INT000265,USER00159,Medicine,Apollo,Apollo,153.54,153.54,8.4,No,No,Yes,No,0.0,2,2026-06-04 20:10:58
INT000266,USER00002,Shopping,Ajio,Ajio,4273.99,4273.99,24.0,Yes,No,No,Yes,2221.68,4,2026-07-12 16:01:35
INT000267,USER00146,Food,Zomato,Zomato,194.35,194.35,0.53,No,Yes,Yes,Yes,35.14,4,2026-06-14 09:54:53
INT000268,USER01732,Shopping,Amazon,Flipkart,75559.54,65473.93,120.0,No,No,No,No,10085.61,1,2026-03-05 05:53:54
INT000269,USER01745,Ride,Rapido,Rapido,389.38,389.38,0.05,No,No,Yes,Yes,33.19,4,2026-02-12 09:42:26
INT000270,USER00061,Medicine,Netmeds,Apollo,11.11,14.15,14.1,No,No,No,Yes,0.8,2,2026-05-27 12:31:47
INT000271,USER02244,Food,Swiggy,Swiggy,102.15,102.15,0.72,No,No,Yes,No,0.0,2,2026-05-03 08:11:44
INT000272,USER00472,Shopping,Ajio,Ajio,6477.37,6477.37,24.0,No,Yes,No,Yes,1293.05,4,2026-06-22 09:28:42
INT000273,USER01321,Shopping,Flipkart,Flipkart,4044.21,4044.21,216.0,Yes,Yes,No,Yes,849.8,5,2026-06-01 23:07:41
INT000274,USER00596,Ride,Rapido,Rapido,350.35,350.35,0.08,Yes,Yes,Yes,Yes,47.55,4,2026-05-23 14:58:54
INT000275,USER01029,Medicine,PharmEasy,PharmEasy,98.78,98.78,24.7,No,Yes,Yes,Yes,19.6,4,2026-07-06 21:05:26
INT000276,USER01288,Medicine,Netmeds,Netmeds,42.8,42.8,46.4,No,Yes,Yes,Yes,25.99,5,2026-02-17 05:17:12
INT000277,USER00551,Shopping,Flipkart,Amazon,2188.5,4324.51,24.0,No,No,Yes,Yes,0.0,5,2026-06-02 11:49:40
INT000278,USER01686,Shopping,Amazon,Amazon,27779.67,27779.67,48.0,Yes,No,Yes,Yes,12626.68,3,2026-05-08 18:39:39
INT000279,USER00296,Medicine,Apollo,Apollo,46.24,46.24,7.2,No,No,Yes,Yes,20.99,5,2026-06-08 15:58:20
INT000280,USER01535,Food,Zomato,Zomato,354.97,354.97,0.5,No,Yes,No,No,48.98,2,2026-04-28 20:23:50
INT000281,USER00170,Shopping,Amazon,Amazon,27779.67,27779.67,48.0,No,No,No,Yes,22334.95,4,2026-06-22 11:59:28
INT000282,USER00034,Medicine,Apollo,Apollo,41.13,41.13,17.4,Yes,No,No,Yes,17.53,5,2026-07-06 22:17:33
INT000283,USER02207,Ride,Ola,Ola,472.01,472.01,0.12,Yes,No,Yes,Yes,85.52,5,2026-05-30 06:20:46
INT000284,USER01907,Ride,Rapido,Ola,359.67,192.78,0.07,No,No,No,Yes,166.89,4,2026-06-02 08:28:04
INT000285,USER00008,Food,Zomato,Zomato,79.09,79.09,0.35,No,No,Yes,Yes,28.34,5,2026-04-04 04:54:12
INT000286,USER01225,Medicine,Apollo,Apollo,241.1,241.1,9.3,Yes,No,Yes,Yes,0.0,5,2026-07-18 00:20:56
INT000287,USER00849,Shopping,Amazon,Amazon,1287.75,1287.75,24.0,Yes,Yes,Yes,No,840.96,3,2026-03-01 02:34:24
INT000288,USER00880,Shopping,Flipkart,Flipkart,7149.06,7149.06,48.0,No,No,Yes,Yes,2157.97,4,2026-05-05 02:01:13
INT000289,USER00292,Shopping,Amazon,Amazon,66778.4,66778.4,96.0,Yes,Yes,Yes,Yes,7444.49,4,2026-04-30 17:29:46
INT000290,USER00071,Ride,Ola,Ola,523.17,523.17,0.12,No,No,No,No,205.93,1,2026-02-23 02:57:54
INT000291,USER00027,Shopping,Flipkart,Flipkart,164837.54,164837.54,48.0,No,Yes,Yes,Yes,1413.98,5,2026-07-09 03:53:22
INT000292,USER01962,Medicine,Netmeds,PharmEasy,42.25,41.97,48.5,Yes,No,No,Yes,36.7,4,2026-06-20 23:45:48
INT000293,USER00573,Shopping,Amazon,Amazon,31783.25,31783.25,72.0,Yes,Yes,Yes,No,13901.63,1,2026-07-13 02:26:29
INT000294,USER01755,Medicine,PharmEasy,PharmEasy,83.28,83.28,22.2,No,No,Yes,Yes,28.93,4,2026-04-25 01:43:18
INT000295,USER00150,Shopping,Amazon,Amazon,7607.47,7607.47,72.0,No,Yes,No,Yes,3059.49,4,2026-02-08 13:59:13
INT000296,USER00200,Medicine,Apollo,Apollo,255.88,255.88,14.6,No,No,Yes,Yes,22.89,5,2026-06-18 18:41:27
INT000297,USER00177,Medicine,Netmeds,Netmeds,68.75,68.75,20.9,No,No,Yes,Yes,68.23,5,2026-04-28 17:14:06
INT000298,USER00361,Food,Zomato,Zomato,206.91,206.91,0.65,Yes,No,No,No,50.85,2,2026-06-23 04:48:48
INT000299,USER01285,Food,Zomato,Zomato,180.97,180.97,0.45,Yes,No,No,Yes,46.09,5,2026-06-02 18:01:04
INT000300,USER01029,Food,Zomato,Zomato,174.41,174.41,0.63,No,No,Yes,Yes,67.79,3,2026-05-14 10:07:57
INT000301,USER02145,Shopping,Amazon,Amazon,9506.31,9506.31,120.0,No,No,Yes,Yes,8735.83,5,2026-02-28 07:53:19
INT000302,USER00103,Shopping,Flipkart,Flipkart,865.56,865.56,168.0,No,No,No,Yes,928.93,3,2026-03-20 00:18:13
INT000303,USER00255,Shopping,Ajio,Ajio,8240.14,8240.14,48.0,Yes,No,Yes,Yes,3022.28,5,2026-07-18 03:19:33
INT000304,USER01984,Shopping,Amazon,Amazon,20931.68,20931.68,48.0,No,No,Yes,Yes,1089.24,5,2026-02-13 17:42:11
INT000305,USER00911,Shopping,Amazon,Amazon,3959.56,3959.56,24.0,No,No,Yes,Yes,2825.85,5,2026-04-28 11:31:08
INT000306,USER01313,Shopping,Flipkart,Amazon,3372.82,8431.49,168.0,Yes,No,No,Yes,0.0,5,2026-04-28 23:06:00
INT000307,USER00383,Shopping,Amazon,Amazon,1173.91,1173.91,72.0,Yes,Yes,Yes,Yes,517.48,4,2026-07-16 08:35:02
INT000308,USER00313,Shopping,Amazon,Amazon,41242.97,41242.97,24.0,No,No,No,Yes,35051.25,5,2026-06-15 00:10:06
INT000309,USER00011,Food,Zomato,Zomato,198.3,198.3,0.43,No,No,No,Yes,27.09,5,2026-06-15 05:41:37
INT000310,USER00970,Ride,Uber,Uber,154.38,154.38,0.03,No,Yes,Yes,Yes,17.34,3,2026-06-21 20:25:59
INT000311,USER01730,Medicine,Apollo,Apollo,55.27,55.27,18.1,Yes,No,Yes,Yes,23.72,4,2026-04-16 13:29:02
INT000312,USER01537,Ride,Uber,Uber,173.26,173.26,0.15,No,No,Yes,Yes,28.17,4,2026-02-02 22:23:26
INT000313,USER01046,Food,Zomato,Zomato,210.5,210.5,0.75,No,No,Yes,Yes,76.96,5,2026-05-16 05:37:05
INT000314,USER01234,Ride,Uber,Uber,145.36,145.36,0.03,No,No,Yes,Yes,23.23,4,2026-06-01 13:00:06
INT000315,USER00890,Medicine,Apollo,Apollo,442.05,442.05,16.9,No,No,Yes,Yes,0.0,3,2026-04-05 20:50:59
INT000316,USER00048,Food,Zomato,Zomato,318.53,318.53,0.45,No,No,Yes,Yes,23.38,4,2026-05-04 10:21:20
INT000317,USER00088,Medicine,PharmEasy,PharmEasy,179.58,179.58,43.8,No,No,Yes,Yes,80.74,5,2026-02-22 07:29:13
INT000318,USER00853,Shopping,Flipkart,Flipkart,10848.37,10848.37,24.0,No,No,Yes,No,9859.16,3,2026-03-21 18:58:17
INT000319,USER00849,Medicine,Apollo,Apollo,141.63,141.63,24.6,Yes,No,Yes,Yes,14.98,5,2026-05-18 16:49:51
INT000320,USER00473,Shopping,Flipkart,Flipkart,14093.52,14093.52,48.0,No,No,Yes,Yes,1282.47,5,2026-06-09 15:29:38
INT000321,USER00119,Food,Swiggy,Swiggy,242.44,242.44,0.37,Yes,No,Yes,Yes,1.59,5,2026-05-13 07:11:05
INT000322,USER00164,Ride,Ola,Ola,179.71,179.71,0.02,No,No,Yes,Yes,72.56,5,2026-07-18 11:20:53
INT000323,USER01660,Food,Swiggy,Zomato,79.5,89.46,0.68,No,No,No,Yes,0.0,5,2026-05-24 09:46:40
INT000324,USER00149,Medicine,Apollo,PharmEasy,31.96,17.07,24.0,No,No,Yes,Yes,14.89,5,2026-06-12 20:43:09
INT000325,USER00170,Ride,Ola,Ola,586.43,586.43,0.15,No,No,No,Yes,250.54,5,2026-03-20 01:18:29
INT000326,USER02561,Food,Swiggy,Swiggy,144.65,144.65,0.53,No,Yes,No,Yes,28.84,4,2026-02-07 08:05:18
INT000327,USER00353,Food,Zomato,Zomato,154.22,154.22,0.55,No,No,No,Yes,0.39,4,2026-06-21 19:50:54
INT000328,USER00209,Food,Swiggy,Swiggy,222.19,222.19,0.65,Yes,Yes,Yes,Yes,51.79,5,2026-04-27 03:31:55
INT000329,USER00018,Food,Swiggy,Swiggy,122.93,122.93,0.47,No,No,No,Yes,11.03,5,2026-05-24 07:18:22
INT000330,USER00684,Shopping,Amazon,Amazon,1258.82,1258.82,120.0,No,No,Yes,Yes,397.74,4,2026-05-25 15:54:18
INT000331,USER00298,Shopping,Ajio,Amazon,9330.63,14366.9,48.0,No,Yes,No,No,0.0,2,2026-05-04 03:11:28
INT000332,USER01231,Food,Zomato,Zomato,253.31,253.31,0.43,Yes,Yes,Yes,Yes,44.02,3,2026-06-30 00:30:40
INT000333,USER00337,Medicine,Apollo,Apollo,88.33,88.33,10.6,No,No,Yes,Yes,22.34,4,2026-05-22 14:38:07
INT000334,USER01580,Medicine,Apollo,Apollo,39.24,39.24,5.6,Yes,No,No,Yes,21.48,4,2026-04-09 23:37:34
INT000335,USER00407,Food,Zomato,Zomato,180.03,180.03,0.4,No,No,No,Yes,2.22,5,2026-03-07 11:58:01
INT000336,USER00373,Shopping,Amazon,Amazon,5354.58,5354.58,48.0,No,No,Yes,Yes,1674.92,5,2026-04-25 02:56:05
INT000337,USER02325,Shopping,Ajio,Ajio,1154.22,1154.22,48.0,Yes,No,No,Yes,271.95,4,2026-07-14 02:52:37
INT000338,USER00278,Food,Zomato,Zomato,95.39,95.39,0.5,No,No,No,Yes,60.8,4,2026-07-25 08:01:46
INT000339,USER01626,Food,Zomato,Zomato,180.23,180.23,0.53,No,No,Yes,Yes,44.36,5,2026-03-05 13:52:36
INT000340,USER02118,Food,Swiggy,Swiggy,163.7,163.7,0.65,No,Yes,Yes,No,9.79,3,2026-04-30 11:17:43
INT000341,USER01965,Medicine,PharmEasy,PharmEasy,97.89,97.89,32.3,Yes,Yes,Yes,Yes,20.52,5,2026-02-07 00:53:18
INT000342,USER00329,Food,Swiggy,Swiggy,317.08,317.08,0.68,No,No,No,No,17.61,2,2026-07-25 02:12:50
INT000343,USER00840,Food,Zomato,Zomato,199.56,199.56,0.63,No,No,Yes,Yes,47.96,4,2026-05-05 17:48:29
INT000344,USER00201,Ride,Uber,Uber,141.2,141.2,0.08,No,No,Yes,Yes,73.64,5,2026-04-19 08:04:31
INT000345,USER02356,Food,Zomato,Zomato,102.93,102.93,0.83,Yes,No,Yes,Yes,55.58,4,2026-06-24 03:46:13
INT000346,USER00621,Shopping,Amazon,Amazon,7112.59,7112.59,48.0,Yes,No,Yes,Yes,3.59,4,2026-02-22 05:29:02
INT000347,USER01668,Food,Swiggy,Swiggy,211.4,211.4,0.52,Yes,No,Yes,Yes,8.44,5,2026-04-03 13:08:38
INT000348,USER00672,Medicine,PharmEasy,PharmEasy,308.25,308.25,37.1,No,Yes,Yes,Yes,83.43,4,2026-05-18 10:34:25
INT000349,USER00002,Shopping,Amazon,Ajio,7190.02,4556.4,72.0,No,No,No,Yes,3036.82,5,2026-07-14 13:06:34
INT000350,USER00678,Shopping,Ajio,Ajio,2481.07,2481.07,48.0,Yes,Yes,Yes,Yes,197.74,5,2026-05-31 01:47:32
INT000351,USER00093,Medicine,Apollo,Apollo,55.44,55.44,6.6,No,No,Yes,Yes,2.11,4,2026-04-14 01:56:31
INT000352,USER02145,Food,Zomato,Zomato,105.31,105.31,0.45,No,No,Yes,Yes,31.42,4,2026-07-10 20:55:44
INT000353,USER00372,Ride,Rapido,Rapido,74.35,74.35,0.05,No,No,No,Yes,16.45,5,2026-07-05 20:28:25
INT000354,USER00038,Shopping,Amazon,Amazon,2794.06,2794.06,72.0,Yes,No,Yes,Yes,957.2,5,2026-03-18 00:58:33
INT000355,USER00643,Food,Swiggy,Swiggy,392.38,392.38,0.4,No,No,No,Yes,27.15,5,2026-03-31 05:01:58
INT000356,USER00431,Food,Zomato,Swiggy,265.91,320.68,0.45,Yes,No,No,Yes,0.0,4,2026-06-05 05:04:22
INT000357,USER01715,Food,Zomato,Swiggy,374.31,321.01,0.45,No,No,No,Yes,53.3,4,2026-05-11 05:19:45
INT000358,USER00954,Ride,Ola,Ola,335.78,335.78,0.12,No,No,Yes,Yes,245.66,5,2026-02-25 22:46:31
INT000359,USER01577,Medicine,Apollo,Netmeds,171.32,126.58,33.7,Yes,No,No,Yes,44.74,4,2026-04-29 22:08:52
INT000360,USER00061,Shopping,Flipkart,Flipkart,888.89,888.89,48.0,No,Yes,Yes,Yes,281.34,4,2026-05-04 16:08:42
INT000361,USER01344,Food,Zomato,Zomato,122.12,122.12,0.48,No,No,Yes,Yes,4.36,5,2026-02-10 04:44:57
INT000362,USER00102,Shopping,Ajio,Ajio,2653.06,2653.06,72.0,Yes,Yes,Yes,Yes,1489.29,5,2026-03-09 05:53:48
INT000363,USER00027,Medicine,PharmEasy,Netmeds,95.2,86.65,36.4,No,No,No,No,25.71,3,2026-06-28 07:14:55
INT000364,USER00218,Medicine,Apollo,Apollo,24.61,24.61,6.0,No,No,No,Yes,0.0,5,2026-04-05 12:18:09
INT000365,USER00115,Ride,Uber,Uber,266.4,266.4,0.05,No,Yes,No,Yes,0.22,5,2026-03-23 05:29:54
INT000366,USER01878,Shopping,Flipkart,Flipkart,566.48,566.48,24.0,Yes,No,Yes,Yes,0.0,4,2026-02-19 10:48:46
INT000367,USER00554,Food,Swiggy,Swiggy,139.99,139.99,0.47,No,No,Yes,Yes,8.21,4,2026-04-20 05:48:58
INT000368,USER00473,Shopping,Amazon,Amazon,44617.87,44617.87,72.0,Yes,No,Yes,Yes,31288.15,5,2026-03-03 14:52:15
INT000369,USER00648,Medicine,Apollo,Apollo,128.64,128.64,7.7,No,Yes,No,Yes,0.0,4,2026-04-16 14:58:24
INT000370,USER02709,Food,Swiggy,Swiggy,395.86,395.86,0.57,No,No,Yes,Yes,193.56,5,2026-02-25 14:11:13
INT000371,USER00389,Shopping,Amazon,Amazon,2453.51,2453.51,72.0,Yes,Yes,No,Yes,2775.83,4,2026-03-20 23:44:57
INT000372,USER00004,Shopping,Amazon,Amazon,3565.67,3565.67,72.0,Yes,Yes,No,Yes,1660.58,5,2026-04-14 14:37:52
INT000373,USER00307,Shopping,Flipkart,Flipkart,23774.91,23774.91,48.0,No,Yes,Yes,Yes,4455.07,4,2026-07-28 08:52:27
INT000374,USER01432,Ride,Ola,Ola,87.29,87.29,0.12,No,No,No,Yes,20.21,5,2026-06-01 21:45:47
INT000375,USER00002,Food,Swiggy,Swiggy,289.3,289.3,0.55,No,No,Yes,Yes,69.42,5,2026-05-20 16:50:42
INT000376,USER00004,Shopping,Ajio,Ajio,1789.22,1789.22,24.0,Yes,No,Yes,Yes,637.53,5,2026-06-15 12:52:52
INT000377,USER00111,Shopping,Amazon,Amazon,49913.54,49913.54,24.0,No,No,No,Yes,24717.93,5,2026-03-06 23:17:53
INT000378,USER01868,Shopping,Ajio,Ajio,8964.81,8964.81,72.0,Yes,No,Yes,Yes,0.0,3,2026-03-05 19:43:18
INT000379,USER00107,Ride,Rapido,Ola,303.52,462.47,0.15,No,No,Yes,Yes,0.0,3,2026-03-26 12:50:19
INT000380,USER02126,Food,Zomato,Zomato,131.35,131.35,0.55,No,No,Yes,No,56.21,4,2026-03-30 14:01:39
INT000381,USER00207,Shopping,Amazon,Amazon,2179.04,2179.04,72.0,Yes,Yes,Yes,No,0.0,3,2026-05-05 00:41:03
INT000382,USER01962,Shopping,Amazon,Amazon,49746.99,49746.99,48.0,No,No,Yes,Yes,22515.67,5,2026-05-17 11:05:45
INT000383,USER00308,Shopping,Amazon,Amazon,2947.72,2947.72,48.0,Yes,Yes,Yes,Yes,1486.48,4,2026-07-06 01:23:00
INT000384,USER00619,Food,Swiggy,Swiggy,278.83,278.83,0.43,Yes,Yes,Yes,Yes,71.65,5,2026-07-01 11:00:37
INT000385,USER02259,Shopping,Ajio,Ajio,2049.16,2049.16,72.0,No,No,No,Yes,2169.9,5,2026-04-12 14:50:42
INT000386,USER01119,Food,Zomato,Zomato,99.56,99.56,0.93,No,No,Yes,Yes,30.05,5,2026-03-24 18:38:51
INT000387,USER01793,Shopping,Amazon,Flipkart,3042.47,3404.7,48.0,Yes,No,Yes,Yes,1298.83,3,2026-05-16 11:21:22
INT000388,USER00380,Shopping,Amazon,Amazon,1221.75,1221.75,120.0,No,No,Yes,Yes,762.11,5,2026-03-01 01:21:39
INT000389,USER02827,Ride,Rapido,Rapido,128.79,128.79,0.1,Yes,Yes,No,Yes,17.8,5,2026-03-20 07:18:40
INT000390,USER02179,Medicine,Apollo,Apollo,22.12,22.12,14.5,No,No,No,Yes,1.9,5,2026-02-01 00:47:27
INT000391,USER00436,Shopping,Ajio,Ajio,1624.11,1624.11,96.0,No,No,Yes,Yes,976.91,4,2026-06-14 16:11:40
INT000392,USER00598,Medicine,Netmeds,PharmEasy,64.13,58.33,44.9,Yes,No,No,Yes,5.8,5,2026-04-14 10:54:41
INT000393,USER00892,Ride,Ola,Uber,403.79,470.9,0.07,No,No,Yes,Yes,0.0,4,2026-03-14 22:21:55
INT000394,USER01313,Shopping,Amazon,Amazon,1395.39,1395.39,96.0,Yes,No,Yes,Yes,819.15,5,2026-03-27 18:43:06
INT000395,USER00776,Food,Zomato,Zomato,141.09,141.09,0.65,Yes,No,No,Yes,0.0,4,2026-04-25 03:18:49
INT000396,USER00202,Ride,Ola,Ola,503.32,503.32,0.1,No,No,No,No,225.25,1,2026-05-11 12:04:50
INT000397,USER00249,Shopping,Ajio,Amazon,749.89,1057.32,96.0,No,No,No,Yes,95.28,5,2026-05-02 12:03:10
INT000398,USER00635,Ride,Ola,Ola,272.44,272.44,0.13,No,No,Yes,No,72.7,2,2026-04-10 20:02:58
INT000399,USER02929,Food,Zomato,Zomato,145.38,145.38,0.67,No,No,Yes,Yes,50.31,5,2026-06-27 18:29:42
INT000400,USER02167,Shopping,Amazon,Amazon,92988.08,92988.08,120.0,No,No,Yes,Yes,45291.6,5,2026-03-18 10:20:59
INT000401,USER01409,Shopping,Flipkart,Flipkart,17610.55,17610.55,48.0,No,Yes,Yes,No,10921.99,1,2026-05-25 06:46:10
